,Keyword,公司名称,公司规模,地区,学历要求,工作经验,职位名称,职位描述,职位薪资,融资情况,Python,Sql,R,Java,Hadoop,C,Spark,Excel,Hive,Sas
1500,数据挖掘,百度,10000人以上,上海  ,本科,1-3年,【百度】AI测试部_机器学习测试开发工程师,工作职责-负责机器学习相关的开发测试工作-测试工作环境搭建-与产品经理和开发人员就项目进度和问题进行沟通-负责机器学习，AI等相关技术测试开发工作任职资格-热爱测试开发工作，并满足以下资格中至少两项 -了解、热爱机器学习、人工智能、数据挖掘等知识-对新技术快速学习能力，对未接触过的难题有较快的解决能力，良好的思维逻辑能力-良好的代码规范，良好的代码安全以及bug定位能力-有较强的责任感，具有良好的团队合作精神-有机器学习相关经验的优先，在TF上开发过模块的优先,19k-25k,已上市,0,0,0,0,0,0,0,0,0,0
1501,数据挖掘,腾讯,10000人以上,上海 徐汇区 漕宝路,本科,5-10年,数据平台开发工程师,"工作职责：负责看点及内容中台的整体数据体系架构设计及建设；负责数据实时检索分析平台的架构和建设；负责数据采集、数据分析及业务数据挖掘等；工作要求：3年以上软件开发经验，1年以上数据平台相关开发及架构设计经验；对大数据基础架构和平台有深刻理解，具备Hadoop生态圈核心组件（Hadoop, hive, Hbase等）项目应用研发经验；熟悉大数据相关基础组件如Spark, Kafka, Druid, ElasticSearch等，具备源代码级问题解决和集群优化改造能力者优先；熟悉分布式存储和NoSQL数据库技术，有实际生产项目应用经验；熟悉主流数据库技术（如GP, Mysql等），精通SQL，有一定SQL编码及调优经验；具备丰富的数据分析，挖掘和数据仓库建模的项目实践经验者优先",17k-34k,已上市,0,1,0,0,1,0,1,0,1,0
1502,数据挖掘,哈步数据,20-99人,上海 徐汇区 上海南站,学历不限,1-3年,数据库开发,职责·       为客户构建数据仓库，服务于用户画像、推荐、顾客科学引擎系统。·       为客户提供专业的数据咨询服务，进行高效的ETL，建立规范的数据传输能力和数据清洗流程。·       利用各种先进的大数据工具，与数据分析师协同开发零售数据解决方案产品。 最低需求·       软件、计算机或相关专业的学士学位。·       2年以上的大数据处理、数据挖掘等相关领域的科研/开发经验。·       有数据分析的相关工作经验。·       熟练使用Linux系统，能够使用 Python & Shell 熟练处理数据。·       精通SQL，有较好的SQL性能调优经验，熟悉常用的sql分析函数，具备迅速处理复杂的数据和实现复杂的算法的能力，有Postgres数据库项目经验优先。      ·       具有Hadoop/Spark/Hive/Hbase/Sqoop相关经验，有Spark实际项目经验优先。      ·       很强的自我驱动力、结果导向并极具责任感。·       严谨，注意细节，分析能力强。·       有良好沟通能力和团队协作精神。,12k-20k,A轮,1,1,0,0,1,0,1,0,1,0
1503,数据挖掘,壹米滴答,1000-9999人,上海 青浦区 徐泾,本科,3-5年,算法工程师,针对具体业务需求提出合适的算法解决方案，应用先进的统计建模、数据挖掘，机器学习等方法建立数据模型，优化算法，推动该方案在业务系统的实现。算法包括但不限于机器学习，推荐算法，自然语言处理等；	负责大数据应用项目的模型技术设计、数据提取清洗、数据衍生变换、模型开发、模型验证评估到最终模型实施的项目全生命周期，解决不同场景下的业务问题，包含但不限于客户画像、精准营销、路由规划、线路优化等	负责大数据平台规划、架构设计、组件封装以及疑难技术问题解决	深入理解数据产品需求，进行整体大数据产品线整体架构设计、技术选型、关键核心模块的研发以及疑难问题解决,20k-30k,C轮,0,0,0,0,0,0,0,0,0,0
1504,数据挖掘,七炅信息,20-99人,上海 浦东新区 八佰伴,硕士,1-3年,算法工程师,岗位职责 ·?????? 分析和挖掘机器学习算法在金融行业的实际应用，包括使用结构性和非结构性数据。·?????? 针对客户提供的海量数据和不同的商业应用目标，钻研前沿技术，并对算法进行评估、筛选开发和实现。·?????? 指导业务团队和IT开发团队对相应算法进行商业和软件应用。任职要求·?????? 985/211院校毕业，统计，数学或者计算机专业学位。研究生以上学历，工作经验不少于两年；博士学历，工作经验不少于1年。·?????? 数理功底扎实，熟悉各种机器学习算法，并能灵活使用，帮助各类业务场景提升效率。精通各类机器学习算法，能够快速阅读英文前沿科技资料。强好奇心，善于自主学习和解决问题，对技术热忱并愿意不断通过研究学习提升自己。·?????? 熟悉基于python的数据挖掘工具，包括numpy，scipy，sklearn等，并有良好的编程习惯和代码风格。·?????? 有商业应用常识，熟悉常见的项目管理方式，沟通能力强，善于团队协作,18k-36k,A轮,1,0,0,0,0,0,0,0,0,0
1505,数据挖掘,追书神器,100-499人,上海 闵行区 漕宝路,本科,3-5年,大数据开发工程师,"完成软件系统代码的实现，编写代码注释和开发文档。									参与公司大数据产品规划,大数据处理分析平台的设计									负责数据分析、加工、清理、处理程序的开发									负责数据相关平台的搭建、维护和优化									根据设计文档或需求说明完成代码编写，调试，测试和维护。									协助测试工程师制定测试计划，定位发现的问题。									配合项目管理人员完成相关任务目标。								任职要求										良好的java基础。									海量用户行为数据的分析挖掘，负责大数据业务、挖掘算法的设计、研发和优化工作；									熟悉数据仓库，掌握数据分析、数据挖掘方法，参与过用户画像，个性化推荐，社交网络分析项目，有过自然语言处理和建模经验的优先考虑；									熟练使用mapreduce、storm、spark等分析，计算框架进行处理离线、实时流大数据									熟练NOSQL数据库(Mongodb、HBase、Redis等)、SQL									有良好的敬业精神和团队合作精神。									熟悉nodejs、go,做过游戏或者互联网项目者优先考虑。									具有技术领域的探索和钻研精神，对技术开发工作有浓厚的兴趣，愿意并努力接受技术挑战或技术创新",20k-30k,不需要融资,0,1,0,1,0,0,1,0,0,0
1506,数据挖掘,饿了么,1000-9999人,上海 普陀区 金沙江路,硕士,1-3年,算法工程师（资深／高级）,"职位诱惑：以自我驱动为核心的团队理念海量的用户、餐饮数据 + 完善的技术支持（包括数据挖掘平台、AI 平台工具、业务架构）如果你有较强的业务能力和对 AI 的向往，那么这里将是你实现自己第一个 AI 项目的最合适的土壤.职位描述：发挥所有的想象力，使用 AI 技术解决现有的业务难题（提高）负责快速将自己提出的想法实现落地（Owner责任制）参与的项目包括但不限于：代金券智能发放；智能搭售推荐等一些和钱效或人效相关的项目具体的工作包括但不限于：了解饿了么的业务流程及业务的痛点；分析问题，抽象成数学模型；选取特征、特征工程；模型预测、调参；与业务对接上线；不断反馈调优任职要求：较强的工程能力、经验（有营销、广告、推荐系统开发经验最佳），能够独立解决业务工程上的问题；有至少一到两个业务项目的开发经历熟悉基础的工程技术，包括但不限于：RPC, DB, 缓存, MQ；熟练掌握 SQL.熟悉一门以上的语言：Python/Java/Scala/JS/Golang..对 AI 有很高的热情和渴望，有不错的想象力了解 Hive/Hbase/Hadoop/Spark/Storm 等大数据设施的一种或多种优先条件：有营销、广告、推荐系统的开发经验良好的数学功底、技术基础和学习能力了解机器学习的基础知识熟悉 Mac/Linux/Git",24k-35k,D轮及以上,1,1,0,1,1,0,1,0,1,0
1507,数据挖掘,积奇网络,100-499人,上海 普陀区 江宁路,大专,3-5年,大客户广告销售,积奇网络（Jeqee）是一家基于人工智能、数据挖掘与分布式计算的互联网广告公司。经过多年的发展，已经积累了社交类平台：微博；电商平台：小红书；短视频类平台：抖音、快手、美拍；新闻资讯类平台：今日头条、天天快报、网易新闻等知名平台的数据，并能凭借其庞大的数据库，以及尖端的数据分析与处理能力、出色的SEO优化服务，为数万合作商家实现了低成本引流精准客户，将大数据应用完全落到实地，给客户创造真正的价值！       公司有一支80余人组成的专业技术研发团队，所有产品都是自主研发，许多产品都是全国独家，在市场上非常具有竞争力! 为医疗美容、婚纱摄影、教育培训、海外留学、海外移民、母婴用品、宠物用品、纹身、齿科、美容、美妆、海外代购、奢侈品、珠宝等等行业提供新媒体营销解决方案。      岗位职责：       1、负责区域内为互联网广告，尤其是微博、微信、直播平台等新媒体广告需求的商家的拓展；       2、分析客户需求，拟定营销方案，促成合作；       3、主动并及时维护老客户，开拓新市场，发展新客户；       4、完成每月销售任务。      任职要求：1、全日制大专以上学历；2、具有较强的客户沟通能力、公关能力、客情关系维护能力和客户服务意识；3、三年以上新媒体广告面销工作经验，有医疗美容、婚纱摄影、旅拍、教育培训、海外留学、海外房产等相关行业资源尤佳；4、有新浪粉丝通销售经验及美团点评、百度、新氧、婚礼纪等互联网平台KA客户广告销售经验者优先。       行业最具竞争力的底薪，行业最具竞争力的业绩提点，空位以待有缘的你；在这里我们为你提供一个不一样的人生舞台，让你尽情的展现人生的风采！！！,15k-30k,未融资,0,0,0,0,0,0,0,0,0,0
1508,数据挖掘,腾讯,10000人以上,上海 徐汇区 漕宝路,本科,5-10年,企点大数据开发工程师,"工作职责：负责大数据前沿技术研究，大数据技术框架的选型与集成，不断提升系统和算法的运行效率；负责大数据产品与服务的规划、设计、开发与优化，包括应用数据采集、清洗、分析、展现；负责大规模数据挖掘和机器学习算法的工程实现及性能优化。工作要求：计算机相关专业,具有5年以上大数据相关开发经验；熟悉分布式系统概念、架构，有大规模分布式系统设计、实现、部署等经验；熟练掌握C/C++/Java/Python中一种或几种，熟悉Linux、SQL、shell、hadoop,有Spark/Storm/Druid/Elasticsearch等主流的大数据计算组件开发和使用经验者优先；熟练地处理数据模型、数据ETL以及存储管理；有较强的书面与口头沟通表达能力，独立分析、解决问题的能力。",18k-36k,已上市,1,1,0,1,1,1,1,0,0,0
1509,数据挖掘,卯聚,20-99人,上海 静安区 天目西路,本科,3-5年,NLP算法工程师-知识图谱,"工作职责：通过结构化或者半结构化、非结构化的数据，以及结合数据挖掘的方法构建知识图谱通过知识图谱构建应用，包括知识的查询和推理，基于知识库的智能问答等技能要求：计算机、数学、统计专业本科或以上学历；熟悉Linux开发环境，熟悉Python/C++语言，了解MySql或者NoSql数据库；掌握自然语言处理、信息检索、深度学习理论，实现过相关算法或有相关应用；掌握Entity Linking, Relation Extraction以及图谱相关算法；责任心强，积极主动，有良好的沟通能力和团队合作能力；具有图谱构建，图谱上的应用等实际应用经验者优先；",20k-30k,不需要融资,1,0,0,0,0,1,0,0,0,0
1510,数据挖掘,欧尚中国,10000人以上,上海 杨浦区 江浦路,本科,1-3年,Customer Data Analysist消费者数据分析师,职位名称：消费数据分析 (Customer Data Analyst)汇报对象：Customer Data Manager工作描述：顾客数据分析师是业务部门与技术部门的沟通桥梁，负责从复杂的数据中提取有价值的商业信息，帮助业务部门做出相关决策。他将主要关注顾客购物行为，定义细分客群、深入分析数据，以采取不同行动来提升运营效果、优化运营和数据变现。工作内容：·         为了创造或更新周期性的数据报告、商业智能仪表盘和数据可视化，需要收集和分析业务需求·         通过数据挖掘了解顾客行为，与业务部门共同确定潜在的数据应用，以帮助门店提升服务、商品和吸引力·         协助会员运营团队和微信运营团队，为他们的营销活动的准备和执行提供数据支持。·         运营团队和IT团队之间的桥梁，将业务需求转化成数据逻辑。·         以运营团队代表的身份，参与IT部门与BI系统有关的项目会议·         监控和核查数据的质量（真实性、完整性） 职位要求:·         熟悉SQL和R/Python·         了解阿里巴巴Dataphin框架和QuickBI工具的优先·         对零售业有了解的优先·         有一定的英文基础（熟练英文更好）·         大学本科毕业·         通过以下方式对数据分析、数据挖掘或BI知识有一定了解·         3-5年以上相关项目经验·         强大的数据分析能力，能够从收集的大量数据中关注细节和准确性，与同事进行规划分析和交流·         主观能动性好，能够独立主动发现问题，解决问题 ·         良好的沟通技巧,8k-12k,不需要融资,1,1,1,0,0,0,0,0,0,0
1511,数据挖掘,简书,20-99人,上海 徐汇区 交大,本科,1-3年,机器学习算法工程师,"岗位职责：* 利用数据挖掘/机器学习/深度学习等相关算法，解决核心业务需求；* 基于简书的内容数据及用户行为数据，挖掘用户内容模型，并将机器学习前沿技术应用于关键业务环节，提升转化率效果；* 设计并提供机器学习服务，应用于简书在线推荐，内容分发及海量数据挖掘等核心业务* 调研新技术在内容领域的应用价值，以技术驱动产品。岗位描述：1. 本科及以上学历，一年以上机器学习项目经验，熟悉常用的分类聚类算法，清楚了解算法原理并能做一定的改进；2. 扎实的计算机基本功及数学基础，熟练运用各种常用算法和数据结构，了解深度学习模型如CNN、RNN、GAN，能独立解决较复杂的问题；3. 熟练使用 TensorFlow 等常见深度学习框架；4. 有社交相关推荐/自然语言内容相关推荐系统/平台实际项目经验，熟悉基本的相关推荐/自然语言内容推荐算法, 原理；5. 对大数据分析有所了解，例如用户画像/用户行为分析/推荐系统/内容爬取与检索/情绪分析/语义提取等等；6. 熟练掌握 Java 或 Python；7. 具有在线实时系统/平台实际项目经验者优先；8. 高并发服务的开发经验者优先；9. 乐于海量数据分析、挖掘，肯钻研，对数据敏感，简书用户加分。",20k-40k,B轮,1,0,0,1,0,0,0,0,0,0
1512,数据挖掘,七炅信息科技,0-20人,上海 浦东新区 八佰伴,硕士,1-3年,数据算法科学家,?	985/211院校毕业，统计，数学或者计算机专业学位。研究生以上学历，工作经验不少于两年；博士学历，工作经验不少于1年。?	数理功底扎实，熟悉各种机器学习算法，并能灵活使用，帮助各类业务场景提升效率。精通各类机器学习算法，能够快速阅读英文前沿科技资料。强好奇心，善于自主学习和解决问题，对技术热忱并愿意不断通过研究学习提升自己。?	熟悉基于python的数据挖掘工具，包括numpy，scipy，sklearn等，并有良好的编程习惯和代码风格。?	有商业应用常识，熟悉常见的项目管理方式，沟通能力强，善于团队协作,18k-36k,天使轮,1,0,0,0,0,0,0,0,0,0
1513,数据挖掘,笛倡互联网金融,20-99人,上海 浦东新区 金桥,本科,3-5年,风控数据挖掘,工作职责：1.风控体系搭建、业务运营流程及风控制度制定完善2.建立与调整决策树模型和运用回归分析定期做模型优化3.负责整个风控的数据报表体系建设，包含组合资产监控报表、坏账率预测报表、日常运营类报表（各种逾期日报、周报、月报；产品表现日报、坏账率日报）、项目监测类报表（外部数据使用监测、评分卡月报、额度监测）、专项分析类报表（组合分析、客群特征分析）4.建立信贷决策智能审批系统，实现审批自动化，完善系统需求5.信贷决策模型的搭建，特征变量提取，模型迭代完善6.根据用户群体特征制定审批策略，跟踪监测客群表现及异常完善审批策略及规则7.负责客户画像模块搭建，负责反欺诈策略、风险预警、额度规则、政策规则分析与评估8.小贷行业3年以上工作经验。岗位要求：工作经验3-5年，本科学历，以做大数据建模为优。工作时间：朝九晚六，正常双休，上班可弹性工作；福利待遇：五险一金、节日礼品、生日福利、住房补贴丶餐费补贴、定期团建丶年终奖。,24k-33k,天使轮,0,0,0,0,0,0,0,0,0,0
1514,数据挖掘,点木,20-99人,上海 徐汇区 交通大学,本科,3-5年,数据挖掘,岗位描述 1. 对各类业务数据建立数据模型2. 对产品数据进行数据挖掘与分析，提供实时效果3. 建立数据处理平台，提升数据分析能力 岗位要求 1. 了解Hadoop、Hive、Spark，Storm等大数据相关技术2. 2年及以上的大数据计算，实时流式计算等相关项目经验3. 有责任心，工作积极,20k-37k,20-99人,0,0,0,0,1,0,1,0,1,0
1515,数据挖掘,浙江新再灵,100-499人,上海 杨浦区 复旦大学,硕士,3-5年,高级数据挖掘工程师,岗位职责1. 采集、抓取、清洗外部数据，满足业务需求。2. 推动业务过程中数据管道的建立，并实施维护。3. 推动商业数据仓库的建立，并实施维护。4. 通过分析挖掘产出有效的数据模型、客户行为、习惯等分析报告。5. 和算法部门协作，提供数据支持，并推动核心算法的落地。6. 和业务部门密切配合寻求数据层面的商业价值。任职条件五年以上工作经验，三年以上相关工作经验，硕士及以上学历，计算机、电子通信、数学等相关专业。1. 具备查阅研读相关中英文论文的能力。2. 能熟练使用C++、JAVA中至少一种，能熟练使用R，Python，Matlab至少一种。3. 有Hadoop、Hbase、hive等数据库开发经验。4. 能熟练使用python爬虫技术。5. 能独立完成广告推荐系统的设计。具备一定的项目管理能力，具有业务落地推动经验。,25k-35k,D轮及以上,1,0,1,1,1,1,0,0,1,0
1516,数据挖掘,云康,100-499人,上海 长宁区 新华路,本科,1-3年,算法与数据挖掘工程师,工作职责:?1.???????? 负责公司科技服务项目的研发；?2.???????? 负责基于hadoop平台上的数据挖掘、自然语言分析的算法设计?3.???????? 优化新老的数据挖掘算法?4.???????? 在架构师的指导下，实现数据挖掘平台的设计和搭建?5.???????? .实现数据挖掘API??专业背景/职位要求:?1.???????? 计算机、数学、统计或其他相关领域本科或本科以上学历；具备下列任一相关背景知识：?a)???????? 自然语言处理和信息抽取；?b)???????? 数据挖掘/机器学习；?c)???????? 信息检索；?d)???????? 高性能计算2.???????? 熟悉Linux系统； 有扎实的编程基础，至少能够熟练使用一种编程语言，少熟悉Python，Perl，shell等脚本语言其中之一者优先；?3.???????? 有一定的分布式数据处理经验；熟悉hadoop的优先；?4.???????? 逻辑分析能力强。对技术研究有浓厚兴趣，良好的创新和学习能力。?5.???????? 精通数据挖掘，对海量数据的挖掘和分析有实践经验者优先。,10k-15k,A轮,1,0,0,0,1,1,0,0,0,0
1517,数据挖掘,拼多多,1000-9999人,上海 长宁区 天山路,本科,3-5年,反欺诈数据挖掘工程师,1.?精通一种或几种以下语言，Java/C/C++/Python?等等2.?有分布式数据分析经验，精通hivesql，spark等至少一种3.?熟悉MySQL、Redis等数据存储系统?，熟悉大数据和数据挖掘算法4.?善于学习和运用新知识，具有良好的分析和解决问题能力5.?具有良好的团队合作精神，积极主动的沟通意识，工作有激情,20k-40k,已上市,1,0,0,1,0,1,1,0,0,0
1518,数据挖掘,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,本科,3-5年,营销模型算法--高级算法工程师/算法专家,负责营销模型，有金融领域背景更佳base 上海/杭州(可选),25k-45k,C轮,0,0,0,0,0,0,0,0,0,0
1519,数据挖掘,旭冉信息,20-99人,上海 浦东新区 世纪公园,本科,1-3年,网络安全,兼职，具体薪资按照项目计算网络安全网络、APP渗透测试网络靶场搭建安全测试挖掘漏洞提出修复建议数据库安全具体详聊对自己技术自信者各路技术大牛欢迎联系！,11k-21k,未融资,0,0,0,0,0,0,0,0,0,0
1520,数据挖掘,杭州数空科技有限公司,100-499人,上海 浦东新区 世纪公园,本科,3-5年,数据分析师,任职要求：掌握SQL语言，可以独立完成数据分析任务。熟悉Python以及Matplotlib、pandas、scikit-learn等常用库。熟悉数据挖掘常用算法及其适用场景，有数据建模经验。能够独立编写数据分析报告，有行业分析经验者优先。能力图谱：数据挖掘数据处理数据分析统计检验回归分析SQLMongoDBPythonRJavaScriptshellMatplotlibpandasscikit-learnJupyterDataV,10k-20k,A轮,1,1,0,0,0,0,0,0,0,0
1521,数据挖掘,京信,20-99人,上海 徐汇区 虹梅路,本科,1-3年,数据平台工程师,岗位职责：负责电商数据平台建设搭建数据流系统和数据仓库制作简单的报表和分析系统技能要求：熟悉开源数据库工具和云平台数据流组件。精通hadoop生态工具者优先有一定前端基础，能够自建报表平台有电商数据经验者优先,15k-25k,天使轮,0,0,0,0,1,0,0,0,0,0
1522,数据挖掘,源杉科技,20-99人,上海 杨浦区 周家嘴路,硕士,5-10年,资深算法工程师（搜索/推荐方向）,职位描述：-负责搜索引擎核心算法及服务端核心模块编写；-针对细分场景下搜索引擎数据模型建模；-负责内容系统的数据挖掘；基于中文分词、检索的算法实现及优化；-用户行为数据挖掘、意图挖掘，算法优化。职位要求：-本科及以上学历，计算机科学及相关专业毕业；-5 年以上互联网工作经验，3 年以上搜索引擎相关研发经验，对算法设计、数据结构有深刻的理解；-精通Lucene/Solr 开源搜索引擎，了解Lucene 源码，有相关全文检索源码贡献者优先；-熟悉大数据平台工具及组件的使用，如：Hadoop、HBase、Kafka、Spark、Mahout，以及大数据平台开发框架MR 等；-熟悉Linus 操作命令及Python、Shell 脚本编写，对数据敏感，具备优秀的逻辑思维；-熟练掌握文本分词技术，有自然语言处理（如实体识别等）、信息提取、大型搜索索引建立、排序算法、query优化经验者优先，有在国内著名搜索公司工作经验优先，有基于NLP 数据建模经验或知识图谱构建经验优先；-自主学习能力强，沟通佳，热情有活力，能快速融入团队，有一定创业激情和抗压能力。,25k-50k,天使轮,1,0,0,0,1,0,1,0,0,0
1523,数据挖掘,爱奇艺,1000-9999人,上海 长宁区 长征,本科,3-5年,推荐算法工程师,职责：?  负责设计完整推荐系统数据分析体系，包括客户端数据埋点。?  负责设计和实现推荐系统中的所需的算法模型?  负责算法模型持续优化?  相关新技术的探索和落地 要求：?  数学，电子工程和计算机科学等相关专业?  精通多种机器学习模型优先?  熟悉Java或者C++编程优先?  熟悉redis/MongoDB/HDFS优先精通数据挖掘和特征工程（包括不限于线性相关分析，PCA分析，异常值检测等）?  精通NLP（包括但不限于分词，关键词提取，权重计算，主题模型，内容质量预测，word2vec以及doc2vec)?  掌握CNN/RNN/LSTM等深度学习模型优先?  掌握强化学习和深度强化学习优先?  必须具有良好的团队精神和沟通能力,40k-60k,已上市,0,0,0,1,0,1,0,0,0,0
1524,数据挖掘,返利网,1000-9999人,上海 徐汇区 龙华,本科,3-5年,搜索/推荐算法工程师,职位介绍：负责返利网搜索引擎和推荐引擎的核心算法研发和升级工作；负责TopN场景个性化推荐算法的优化；负责基于大数据的用户行为数据挖掘；负责推荐系统的模型建立、特征提取、模型训练、效果评估。岗位要求：本科及以上学历，计算机或数学相关专业，2年以上相关工作经验；优秀的编程能力，熟练掌握java语言，了解python语言；熟悉常见搜索引擎，如 Elasticsearch/Solr；对数据挖掘技术有浓厚兴趣，有志于不断深挖机器学习算法来改善效果；具有良好的解决问题能力，逻辑思维清晰，分析能力强。,15k-30k,C轮,1,0,0,1,0,0,0,0,0,0
1525,数据挖掘,点就通,0-20人,上海 静安区 西藏北路,本科,3-5年,高级数据开发工程师,"工作职责：大数据广告数据处理系统搭建；通过数据挖掘和工具开发，实现以下目标：-- 基于广告业务数据仓库搭建；-- 大数据系统（实时，离线）搭建；-- 相关数据应用系统搭建；-- 广告投放预算最优化的研究与实现；-- 广告展现量、点击率、转化率波动的建模和系统实现；-- 广告生命周期的研究及广告主流失的研究和挽留策略的实现 工作要求：计算机或者相关专业本科以上学历具有扎实的数据仓库理论，熟悉大数据处理系统架构，精通sql和c++，java3年以上效果广告或者相关行业数据挖掘与优化经验者优先;有海量数据处理和并行计算开发经验,熟悉Hadoop、Storm、Spark、hive等技术者优先有较强学习能力和逻辑思维能力,具备良好的问题分析与解决能力;善于沟通,工作积极主动,责任心强,具备良好的团队协作能力。",13k-19k,0-20人,0,1,0,1,1,1,1,0,1,0
1526,数据挖掘,七炅信息,20-99人,上海 浦东新区 八佰伴,硕士,1-3年,数据算法科学家,岗位职责 ·?????? 分析和挖掘机器学习算法在金融行业的实际应用，包括使用结构性和非结构性数据。·?????? 针对客户提供的海量数据和不同的商业应用目标，钻研前沿技术，并对算法进行评估、筛选开发和实现。·?????? 指导业务团队和IT开发团队对相应算法进行商业和软件应用。任职要求·?????? 985/211院校毕业，统计，数学或者计算机专业学位。研究生以上学历，工作经验不少于两年；博士学历，工作经验不少于1年。·?????? 数理功底扎实，熟悉各种机器学习算法，并能灵活使用，帮助各类业务场景提升效率。精通各类机器学习算法，能够快速阅读英文前沿科技资料。强好奇心，善于自主学习和解决问题，对技术热忱并愿意不断通过研究学习提升自己。·?????? 熟悉基于python的数据挖掘工具，包括numpy，scipy，sklearn等，并有良好的编程习惯和代码风格。·?????? 有商业应用常识，熟悉常见的项目管理方式，沟通能力强，善于团队协作,18k-36k,A轮,1,0,0,0,0,0,0,0,0,0
1527,数据挖掘,积奇网络,100-499人,上海 普陀区 江宁路,学历不限,1-3年,互联网推广销售，新媒体KA销售，新媒体营销,积奇网络（Jeqee）是一家基于人工智能、数据挖掘与分布式计算的互联网广告公司。经过多年的发展，已经积累了社交类平台：微博；电商平台：小红书；短视频类平台：抖音、快手、美拍；新闻资讯类平台：今日头条、天天快报、网易新闻等知名平台的数据，并能凭借其庞大的数据库，以及尖端的数据分析与处理能力、出色的SEO优化服务，为数万合作商家实现了低成本引流精准客户，将大数据应用完全落到实地，给客户创造真正的价值！       公司有一支80余人组成的专业技术研发团队，所有产品都是自主研发，许多产品都是全国独家，在市场上非常具有竞争力! 为医疗美容、婚纱摄影、教育培训、海外留学、海外移民、母婴用品、宠物用品、纹身、齿科、美容、美妆、海外代购、奢侈品、珠宝等等行业提供新媒体营销解决方案。      岗位职责：       1、负责区域内为互联网广告，尤其是微博、微信、直播平台、小红书等新媒体广告需求的商家的拓展；       2、分析客户需求，拟定营销方案，促成合作；       3、主动并及时维护老客户，开拓新市场，发展新客户；       4、完成每月销售任务。1、年龄20-28岁，应届毕业生、挑战高薪者优先；2、热爱销售工作，具备强烈进取精神，有一定的抗压能力；3、良好的沟通及表达能力，渴望高薪，有非常强烈的成就动机。      任职要求：1、热爱销售工作，具备强烈进取精神，有一定的抗压能力；2、具有较强的客户沟通能力、公关能力、客情关系维护能力和客户服务意识；3、有新媒体广告面销工作经验者优先，有医疗美容、婚纱摄影、旅拍、教育培训、海外留学、海外房产等相关行业资源尤佳；4、有新浪粉丝通销售经验及美团点评、百度、新氧、婚礼纪等互联网平台KA客户广告销售经验者优先。       行业最具竞争力的底薪，行业最具竞争力的业绩提点，空位以待有缘的你；在这里我们为你提供一个不一样的人生舞台，让你尽情的展现人生的风采！！！,8k-16k,未融资,0,0,0,0,0,0,0,0,0,0
1528,数据挖掘,陆金所,1000-9999人,上海  ,本科,经验不限,推荐算法工程师,职位介绍：负责陆金所产品推荐策略、精准营销、个性化引擎的核心算法研发和升级工作；负责多场景下个性化推荐算法的优化；负责基于大数据的用户行为数据挖掘；负责推荐系统的模型建立、特征提取、模型训练、效果评估。岗位要求：本科及以上学历，计算机或数学相关专业，有相关工作经验者优先；优秀的编程能力，熟练掌握java语言，了解python语言；对数据挖掘技术有浓厚兴趣，有志于不断深挖机器学习算法来改善效果；具有良好的解决问题能力，逻辑思维清晰，分析能力强。,16k-32k,B轮,1,0,0,1,0,0,0,0,0,0
1529,数据挖掘,远眸软件,0-20人,上海 浦东新区 唐镇,本科,1-3年,全栈工程师,职责业务平台的框架规划与设计业务应用平台的开发，包括 PC 端及移动端开发与算法工程师配合实现数据挖掘算法的应用岗位要求掌握良好的前端技能，精通 PHP/Javascript语言开发，熟悉常见的 web/移动前端应用框架了解web 标准化，性能优化方法，了解可用性、可访问性与安全性。扎实的 Java/Python开发基础，了解主流数据库应用，熟悉常见的后端框架了解 nginx，Linux 常用命令，能够自主的将代码测试，并上线部署到 Linux 系统有保险或金融行业经验者优先具有很强的自我驱动力和团队合作精神，思路清晰，交流能力强,15k-25k,天使轮,1,0,0,1,0,0,0,0,0,0
1530,数据挖掘,蚂蚁金服,10000人以上,上海 浦东新区 陆家嘴,本科,3-5年,JAVA技术专家,"base杭州该职位主要负责与数据研发相关的工作，建设业务智能系统产品体系。包括但不限于离线开发、实时计算、数据挖掘及机器学习等，利用算法解决技术系统的局限。具体要求如下：1、3年及以上使用JAVA开发的经验，JAVA基础扎实，理解io、多线程、集合等基础框架，了解JVM原理；2、熟悉Spring,ibatis等开源框架，了解常见开源框架的原理和机制；3、掌握多线程及高性能的设计与编码及性能调优；4、有高并发应用开发经验；有实时计算开发经验优先；5、熟悉机器学习应用开发者优先。",25k-50k,C轮,0,0,0,1,0,0,0,0,0,0
1531,数据挖掘,晶赞融宣,100-499人,上海 静安区 共和新路,硕士,应届生,数据挖掘工程师（2019届校招职位）,岗位职责：1.负责设计、开发挖掘类算法模块；2.建立数据挖掘模型，分析数据，识别潜在问题及其商业价值，设计方案，构建原型；3.数据处理、检查与清洗等，项目数据建模、模型的选取与优化、模型验证等工作；4.对运营数据进行分析与监控，基于数据进行用户画像描绘、用户分层，深度挖掘用户行为特征，构建用户的指标体系。任职要求：1.2019届毕业生；                                                                                                                                                                                                                2.硕士及以上学历，计算机、应用数学等相关专业；3.熟悉Java，Scala，SQL等至少一种语言。,15k-20k,D轮及以上,0,1,0,1,0,0,0,0,0,0
